Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,mileage,Engine_class
BMW,5 Series,2006,Sedan,312000,2500,Petrol,Automatic,7800,16,19500,high,Mid-capacity
BMW,5 Series,2002,Sedan,251000,2499,Diesel,Manual,4650,20,12550,medium,Mid-capacity
Mercedes,E Class,2019,Sedan,50000,2200,Diesel,Automatic,37000,3,16666,medium,Mid-capacity
Volkswagen,Golf,2009,Universal,180000,1400,Petrol,Manual,5300,13,13846,medium,Low-capacity
Toyota,Corolla,2007,Universal,226000,1400,Diesel,Manual,5500,15,15066,medium,Low-capacity
Audi,A4,2004,Cabriolet,200000,1800,Petrol,Automatic,6500,18,11111,medium,Mid-capacity
Toyota,Auris,2013,Hatchback,133000,1798,Hybrid,Automatic,10000,9,14777,medium,Low-capacity
Volkswagen,Jetta,2013,Sedan,131000,1400,Hybrid,Automatic,8500,9,14555,medium,Low-capacity
Opel,Astra,2006,Universal,368000,1300,Diesel,Manual,3650,16,23000,high,Low-capacity
Skoda,Fabia,2011,Universal,160000,1200,Diesel,Manual,4999,11,14545,medium,Low-capacity
Mercedes,E Class,2016,Sedan,161024,2200,Diesel,Automatic,26950,6,26837,high,Mid-capacity
Honda,Civic,2006,Hatchback,195000,1400,Petrol,Manual,5400,16,12187,medium,Low-capacity
Ford,Fusion,2015,Sedan,124000,2000,Plug-in Hybrid,Automatic,11499,7,17714,medium,Mid-capacity
Ford,Fusion,2003,Hatchback,330000,1400,Diesel,Automatic,4100,19,17368,medium,Low-capacity
Dacia,Logan,2005,Sedan,21548,1400,Metan/Propan,Manual,2200,17,1267,low,Low-capacity
Volkswagen,Golf,2004,Hatchback,200000,1399,Petrol,Manual,4200,18,11111,medium,Low-capacity
Mercedes,GLK Class,2014,Crossover,131000,2200,Diesel,Automatic,19900,8,16375,medium,Mid-capacity
Toyota,Carina,1998,Sedan,268000,1800,Petrol,Manual,2650,24,11166,medium,Mid-capacity
Honda,CR-V,2014,Crossover,128200,2200,Diesel,Automatic,17999,8,16025,medium,Mid-capacity
Volvo,XC90,2006,SUV,162000,2900,Metan/Propan,Automatic,8490,16,10125,low,Mid-capacity
Volkswagen,Polo,1998,Hatchback,98000,1000,Petrol,Manual,900,24,4083,low,Microlitre
Toyota,Camry,2015,Sedan,73179,2500,Petrol,Automatic,14000,7,10454,medium,Mid-capacity
Audi,A4,2012,Sedan,88000,3000,Petrol,Automatic,14800,10,8800,low,Mid-capacity
Hyundai,ix35,2014,Crossover,150300,2000,Petrol,Automatic,13200,8,18787,medium,Mid-capacity
Mercedes,E Class,1996,Sedan,460000,2200,Diesel,Manual,1300,26,17692,medium,Mid-capacity
Renault,Kadjar,2015,Crossover,139000,1461,Diesel,Automatic,12800,7,19857,high,Low-capacity
Opel,Astra,2006,Hatchback,360000,1300,Diesel,Manual,2999,16,22500,high,Low-capacity
Volkswagen,Transporter,2010,Minivan,203000,2000,Diesel,Manual,8250,12,16916,medium,Mid-capacity
Honda,Accord,1996,Sedan,325000,1997,Petrol,Manual,2200,26,12500,medium,Mid-capacity
Skoda,Superb,2014,Sedan,202300,1598,Diesel,Automatic,13199,8,25287,high,Low-capacity
Lexus,GS Series,2005,Sedan,230000,4300,Petrol,Automatic,10000,17,13529,medium,Large-capacity
Renault,Megane,2012,Universal,162200,1461,Diesel,Manual,5899,10,16220,medium,Low-capacity
Skoda,Octavia,2018,Universal,146600,1600,Diesel,Automatic,12700,4,36650,high,Low-capacity
Opel,Astra,2010,Hatchback,97000,1598,Petrol,Automatic,7700,12,8083,low,Low-capacity
Toyota,Auris,2014,Universal,191000,1800,Metan/Propan,Automatic,9700,8,23875,high,Mid-capacity
Toyota,Camry,2018,Sedan,60000,2500,Metan/Propan,Automatic,20000,4,15000,medium,Mid-capacity
Renault,Grand Scenic,2013,Universal,190000,1500,Diesel,Manual,8500,9,21111,high,Low-capacity
Renault,Kadjar,2015,SUV,184000,1500,Diesel,Automatic,10999,7,26285,high,Low-capacity
Volvo,XC90,2006,SUV,294000,2400,Diesel,Automatic,8500,16,18375,medium,Mid-capacity
Volkswagen,Golf,2010,Hatchback,164000,1400,Petrol,Automatic,7650,12,13666,medium,Low-capacity
Lexus,CT Series,2011,Hatchback,122841,1800,Hybrid,Automatic,11600,11,11167,medium,Mid-capacity
Mazda,2,2008,Hatchback,172000,1399,Diesel,Manual,4999,14,12285,medium,Low-capacity
Lexus,GS Series,2005,Sedan,230000,4300,Petrol,Automatic,10000,17,13529,medium,Large-capacity
Renault,Megane,2012,Universal,162200,1461,Diesel,Manual,5899,10,16220,medium,Low-capacity
Skoda,Octavia,2018,Universal,146600,1600,Diesel,Automatic,12700,4,36650,high,Low-capacity
Opel,Astra,2010,Hatchback,97000,1598,Petrol,Automatic,7700,12,8083,low,Low-capacity
Toyota,Auris,2014,Universal,191000,1800,Metan/Propan,Automatic,9700,8,23875,high,Mid-capacity
Toyota,Camry,2018,Sedan,60000,2500,Metan/Propan,Automatic,20000,4,15000,medium,Mid-capacity
Renault,Grand Scenic,2013,Universal,190000,1500,Diesel,Manual,8500,9,21111,high,Low-capacity
Renault,Kadjar,2015,SUV,184000,1500,Diesel,Automatic,10999,7,26285,high,Low-capacity
Volvo,XC90,2006,SUV,294000,2400,Diesel,Automatic,8500,16,18375,medium,Mid-capacity
Volkswagen,Golf,2010,Hatchback,164000,1400,Petrol,Automatic,7650,12,13666,medium,Low-capacity
Lexus,CT Series,2011,Hatchback,122841,1800,Hybrid,Automatic,11600,11,11167,medium,Mid-capacity
Mazda,2,2008,Hatchback,172000,1399,Diesel,Manual,4999,14,12285,medium,Low-capacity
BMW,X5,2017,Crossover,100000,2000,Hybrid,Automatic,37000,5,20000,high,Mid-capacity
Skoda,Octavia,2009,Universal,235000,1400,Petrol,Automatic,6200,13,18076,medium,Low-capacity
Fiat,Doblo,2012,Combi,256000,1300,Diesel,Manual,4490,10,25600,high,Low-capacity
Audi,A8,2004,Sedan,314000,3000,Diesel,Automatic,5650,18,17444,medium,Mid-capacity
Mercedes,B Class,2014,Microvan,194000,1991,Metan/Propan,Automatic,10000,8,24250,high,Mid-capacity
Dacia,Duster,2012,Crossover,67000,1500,Diesel,Manual,7200,10,6700,low,Low-capacity
Mercedes,E Class,2002,Sedan,11111,3200,Diesel,Automatic,5200,20,555,low,Mid-capacity
Skoda,Superb,2016,Sedan,180000,2000,Diesel,Automatic,17450,6,30000,high,Mid-capacity
Renault,Grand Scenic,2017,Minivan,135000,1462,Diesel,Automatic,15850,5,27000,high,Low-capacity
Mini,Cooper S,2015,Hatchback,84000,1600,Petrol,Automatic,10900,7,12000,medium,Low-capacity
Toyota,Avensis Verso,2002,Minivan,280000,2000,Diesel,Manual,3150,20,14000,medium,Mid-capacity
Land Rover,Freelander,2001,SUV,230000,1900,Metan/Propan,Manual,3500,21,10952,medium,Mid-capacity
Opel,Astra,2011,Universal,200123,2000,Diesel,Manual,8200,11,18193,medium,Mid-capacity
Volkswagen,Polo,2000,Hatchback,264000,1400,Petrol,Manual,2500,22,12000,medium,Low-capacity
Audi,A6,2018,Universal,101000,2000,Diesel,Automatic,26000,4,25250,high,Mid-capacity
Vaz,Altele,2008,Universal,92424,1600,Metan/Propan,Manual,3399,14,6601,low,Low-capacity
Mercedes,GL Class,2007,SUV,230000,2999,Diesel,Automatic,19500,15,15333,medium,Mid-capacity
Hyundai,i20,2013,Hatchback,122000,1385,Petrol,Manual,4800,9,13555,medium,Low-capacity
Skoda,Octavia,2007,Hatchback,335165,1986,Diesel,Automatic,6750,15,22344,high,Mid-capacity
Renault,Grand Scenic,2017,Minivan,175000,1462,Diesel,Automatic,16000,5,35000,high,Low-capacity
Mercedes,Vito,2010,Minivan,220000,2200,Diesel,Manual,7500,12,18333,medium,Mid-capacity
Audi,A6,2009,Universal,148000,2995,Petrol,Automatic,13000,13,11384,medium,Mid-capacity
Dacia,Logan,2011,Sedan,230000,1200,Metan/Propan,Manual,2800,11,20909,high,Low-capacity
Toyota,Urban Cruiser,2011,Sedan,192000,1400,Diesel,Manual,6800,11,17454,medium,Low-capacity
Volkswagen,Phaeton,2005,Sedan,257000,3000,Diesel,Automatic,9000,17,15117,medium,Mid-capacity
Toyota,Aygo,2007,Hatchback,72000,1000,Petrol,Automatic,4400,15,4800,low,Microlitre
Renault,Scenic,2012,Microvan,240000,1500,Diesel,Manual,6800,10,24000,high,Low-capacity
Toyota,Land Cruiser Prado,2006,SUV,205000,2700,Metan/Propan,Automatic,14800,16,12812,medium,Mid-capacity
Skoda,Superb,2017,Sedan,176000,2000,Diesel,Automatic,19450,5,35200,high,Mid-capacity
Opel,Corsa,2006,Hatchback,164274,1300,Diesel,Manual,2999,16,10267,low,Low-capacity
Volkswagen,Tiguan,2008,SUV,179000,1400,Petrol,Manual,7200,14,12785,medium,Low-capacity
Skoda,Fabia,2002,Hatchback,230000,1400,Petrol,Manual,950,20,11500,medium,Low-capacity
BMW,7 Series,2016,Sedan,125000,2993,Diesel,Automatic,52500,6,20833,high,Mid-capacity
Rover,45,2001,Sedan,278000,2000,Diesel,Manual,2650,21,13238,medium,Mid-capacity
Fiat,Stilo,2004,Universal,200000,1600,Metan/Propan,Manual,3000,18,11111,medium,Low-capacity
Dacia,Duster,2011,Crossover,202176,1500,Diesel,Manual,6900,11,18379,medium,Low-capacity
Skoda,Superb,2009,Sedan,265000,1800,Petrol,Manual,5950,13,20384,high,Mid-capacity
Volkswagen,Passat,2011,Universal,244000,1600,Diesel,Manual,9600,11,22181,high,Low-capacity
Skoda,Rapid,2016,Sedan,188000,1422,Diesel,Manual,7750,6,31333,high,Low-capacity
Nissan,Qashqai+2,2011,Microvan,207000,1500,Diesel,Manual,7800,11,18818,medium,Low-capacity
Ford,Fusion,2018,Sedan,33339,2000,Plug-in Hybrid,Automatic,20800,4,8334,low,Mid-capacity
Ford,Focus,2017,Universal,160000,1500,Diesel,Manual,7200,5,32000,high,Low-capacity
Mercedes,E Class,2008,Sedan,230000,1800,Metan/Propan,Automatic,7700,14,16428,medium,Mid-capacity
Mercedes,E Class,2000,Sedan,303000,2000,Metan/Propan,Automatic,3800,22,13772,medium,Mid-capacity
Dacia,Sandero,2012,Hatchback,111896,1200,Petrol,Manual,3499,10,11189,medium,Low-capacity
Toyota,Prius,2012,Universal,165000,1800,Hybrid,Automatic,9200,10,16500,medium,Mid-capacity
Toyota,Auris,2015,Universal,169265,1800,Hybrid,Automatic,12650,7,24180,high,Mid-capacity
Hyundai,Getz,2007,Hatchback,172316,1400,Petrol,Manual,2800,15,11487,medium,Low-capacity
Volvo,V40,2016,Hatchback,184500,1500,Petrol,Automatic,15499,6,30750,high,Low-capacity
Mercedes,M Class,2013,Crossover,122000,3500,Diesel,Automatic,34000,9,13555,medium,Large-capacity
Mercedes,C Class,2017,Sedan,127000,2000,Petrol,Automatic,21990,5,25400,high,Mid-capacity
BMW,3 Series,2007,Sedan,193000,1988,Petrol,Automatic,7600,15,12866,medium,Mid-capacity
Audi,A4,1996,Sedan,256000,1800,Petrol,Manual,2300,26,9846,low,Mid-capacity
Volvo,V60,2013,Universal,162000,2400,Plug-in Hybrid,Automatic,15000,9,18000,medium,Mid-capacity
Volkswagen,Golf,2019,Hatchback,26000,1400,Petrol,Automatic,12990,3,8666,low,Low-capacity
Toyota,Avensis,2007,Combi,220000,1600,Petrol,Manual,6500,15,14666,medium,Low-capacity
Hyundai,ix35,2012,SUV,199000,2000,Diesel,Manual,11800,10,19900,high,Mid-capacity
Skoda,Octavia,2014,Sedan,216000,1600,Diesel,Automatic,10700,8,27000,high,Low-capacity
Ford,Focus,2017,Universal,160000,1500,Diesel,Manual,7200,5,32000,high,Low-capacity
Mercedes,E Class,2008,Sedan,230000,1800,Metan/Propan,Automatic,7700,14,16428,medium,Mid-capacity
Mercedes,E Class,2000,Sedan,303000,2000,Metan/Propan,Automatic,3800,22,13772,medium,Mid-capacity
Dacia,Sandero,2012,Hatchback,111896,1200,Petrol,Manual,3499,10,11189,medium,Low-capacity
Toyota,Prius,2012,Universal,165000,1800,Hybrid,Automatic,9200,10,16500,medium,Mid-capacity
Toyota,Auris,2015,Universal,169265,1800,Hybrid,Automatic,12650,7,24180,high,Mid-capacity
Hyundai,Getz,2007,Hatchback,172316,1400,Petrol,Manual,2800,15,11487,medium,Low-capacity
Volvo,V40,2016,Hatchback,184500,1500,Petrol,Automatic,15499,6,30750,high,Low-capacity
Mercedes,M Class,2013,Crossover,122000,3500,Diesel,Automatic,34000,9,13555,medium,Large-capacity
Mercedes,C Class,2017,Sedan,127000,2000,Petrol,Automatic,21990,5,25400,high,Mid-capacity
BMW,3 Series,2007,Sedan,193000,1988,Petrol,Automatic,7600,15,12866,medium,Mid-capacity
Audi,A4,1996,Sedan,256000,1800,Petrol,Manual,2300,26,9846,low,Mid-capacity
Volvo,V60,2013,Universal,162000,2400,Plug-in Hybrid,Automatic,15000,9,18000,medium,Mid-capacity
Volkswagen,Golf,2019,Hatchback,26000,1400,Petrol,Automatic,12990,3,8666,low,Low-capacity
Toyota,Avensis,2007,Combi,220000,1600,Petrol,Manual,6500,15,14666,medium,Low-capacity
Hyundai,ix35,2012,SUV,199000,2000,Diesel,Manual,11800,10,19900,high,Mid-capacity
Skoda,Octavia,2014,Sedan,216000,1600,Diesel,Automatic,10700,8,27000,high,Low-capacity
Volkswagen,Jetta,2013,Sedan,188000,1400,Hybrid,Automatic,8800,9,20888,high,Low-capacity
Skoda,Fabia,2012,Universal,212700,1200,Diesel,Manual,5450,10,21270,high,Low-capacity
Opel,Astra,2005,Universal,270000,1800,Petrol,Manual,3500,17,15882,medium,Mid-capacity
Volkswagen,Passat CC,2013,Sedan,60000,2000,Petrol,Automatic,12700,9,6666,low,Mid-capacity
Lexus,RX Series,2005,SUV,178000,2989,Metan/Propan,Automatic,9800,17,10470,medium,Mid-capacity
Chevrolet,Captiva,2011,Crossover,90000,2200,Diesel,Automatic,13300,11,8181,low,Mid-capacity
Toyota,Avensis,2014,Sedan,143000,2000,Diesel,Manual,11700,8,17875,medium,Mid-capacity
Mercedes,GLE Coupe,2017,SUV,47000,3000,Petrol,Automatic,54000,5,9400,low,Mid-capacity
Mercedes,E Class,2008,Sedan,230000,1800,Metan/Propan,Automatic,7800,14,16428,medium,Mid-capacity
Rare,9-3,2007,Sedan,194777,2000,Petrol,Automatic,5000,15,12985,medium,Mid-capacity
Skoda,Octavia,2008,Universal,200000,1900,Diesel,Manual,5000,14,14285,medium,Mid-capacity
Toyota,Prius v,2016,Hatchback,144000,1800,Hybrid,Automatic,12300,6,24000,high,Mid-capacity
Volvo,Altele,1995,Hatchback,5000,2400,Diesel,Manual,1700,27,185,low,Mid-capacity
Mercedes,E Class,2002,Sedan,256000,2700,Diesel,Automatic,5500,20,12800,medium,Mid-capacity
BMW,X5,2005,SUV,193000,3000,Diesel,Automatic,11850,17,11352,medium,Mid-capacity
Opel,Astra,2006,Hatchback,250000,1300,Diesel,Manual,4500,16,15625,medium,Low-capacity
Volkswagen,Jetta,2015,Sedan,173000,1400,Petrol,Automatic,8600,7,24714,high,Low-capacity
BMW,X5,2015,SUV,185000,2999,Diesel,Automatic,34000,7,26428,high,Mid-capacity
Toyota,Land Cruiser Prado,2006,SUV,220000,2700,Metan/Propan,Automatic,13500,16,13750,medium,Mid-capacity
Nissan,Micra,2018,Hatchback,95000,900,Petrol,Manual,10500,4,23750,high,Microlitre
Hyundai,Santa FE,2011,Crossover,169000,2200,Diesel,Automatic,13990,11,15363,medium,Mid-capacity
BMW,5 Series,2012,Sedan,200000,2000,Petrol,Automatic,11500,10,20000,high,Mid-capacity
KIA,Optima,2014,Sedan,60000,2000,Metan/Propan,Automatic,9900,8,7500,low,Mid-capacity
Volkswagen,Caddy,2009,Minivan,276555,1595,Petrol,Manual,9500,13,21273,high,Low-capacity
Opel,Astra,2005,Universal,227000,1600,Metan/Propan,Manual,4650,17,13352,medium,Low-capacity
Mitsubishi,Pajero Pinin,2003,Crossover,230000,1800,Metan/Propan,Automatic,4900,19,12105,medium,Mid-capacity
KIA,Ceed Sw,2010,Universal,150000,1400,Petrol,Manual,6000,12,12500,medium,Low-capacity
Renault,Grand Scenic,2004,Universal,139000,1500,Diesel,Manual,3700,18,7722,low,Low-capacity
Mercedes,C Class,2012,Sedan,206000,2200,Diesel,Manual,14399,10,20600,high,Mid-capacity
Mercedes,M Class,2013,SUV,77000,2500,Diesel,Automatic,27900,9,8555,low,Mid-capacity
Renault,Megane,2014,Universal,139200,1490,Diesel,Automatic,7200,8,17400,medium,Low-capacity
Mercedes,CLA,2017,Sedan,40000,2000,Petrol,Automatic,16999,5,8000,low,Mid-capacity
Nissan,Qashqai,2016,Crossover,185000,1500,Diesel,Manual,13000,6,30833,high,Low-capacity
Volkswagen,Golf,2015,Hatchback,157000,1400,Plug-in Hybrid,Automatic,13500,7,22428,high,Low-capacity
Audi,A4,2011,Universal,1234,2000,Petrol,Automatic,9500,11,112,low,Mid-capacity
Renault,Captur,2013,SUV,145000,1200,Petrol,Automatic,8800,9,16111,medium,Low-capacity
Toyota,Auris,2013,Universal,177800,1400,Diesel,Manual,8500,9,19755,high,Low-capacity
Peugeot,807,2006,Minivan,247000,2200,Diesel,Manual,2200,16,15437,medium,Mid-capacity
BMW,7 Series,2013,Sedan,165000,3000,Diesel,Automatic,26800,9,18333,medium,Mid-capacity
Mercedes,C Class,2015,Sedan,75000,2000,Petrol,Automatic,19000,7,10714,medium,Mid-capacity
Mitsubishi,Pajero Sport,2004,Roadster,300000,2500,Diesel,Manual,8000,18,16666,medium,Mid-capacity
Toyota,Prius Prime,2017,Sedan,95000,1800,Plug-in Hybrid,Automatic,17999,5,19000,medium,Mid-capacity
Subaru,Impreza,2000,Sedan,222530,1600,Petrol,Manual,3800,22,10115,low,Low-capacity
Volkswagen,Passat,2005,Sedan,270000,2000,Petrol,Manual,5700,17,15882,medium,Mid-capacity
Ford,Focus,2012,Universal,167000,1000,Petrol,Manual,4999,10,16700,medium,Microlitre
Mercedes,C Class,1995,Sedan,345000,1800,Metan/Propan,Automatic,2200,27,12777,medium,Mid-capacity
Volkswagen,Polo,2014,Hatchback,212600,1400,Diesel,Manual,6850,8,26575,high,Low-capacity
Nissan,Qashqai,2013,Crossover,140000,1500,Diesel,Manual,8500,9,15555,medium,Low-capacity
Opel,Insignia,2015,Hatchback,220000,2000,Petrol,Automatic,9990,7,31428,high,Mid-capacity
Mercedes,Vito,2012,Microvan,237000,2200,Diesel,Manual,10490,10,23700,high,Mid-capacity
Renault,Clio,2016,Universal,153000,1500,Diesel,Automatic,9200,6,25500,high,Low-capacity
Mini,Cooper,2004,Coupe,320000,1400,Diesel,Manual,3800,18,17777,medium,Low-capacity
Opel,Combo,2012,Minivan,188000,2000,Diesel,Manual,4500,10,18800,medium,Mid-capacity
Dacia,Sandero,2015,Hatchback,215000,1500,Diesel,Manual,4850,7,30714,high,Low-capacity
Ford,Galaxy,2006,Minivan,218400,2000,Diesel,Manual,7000,16,13650,medium,Mid-capacity
Renault,Megane,2005,Universal,256983,1500,Diesel,Manual,3150,17,15116,medium,Low-capacity
Volkswagen,Amarok,2011,SUV,213548,2000,Diesel,Manual,17250,11,19413,high,Mid-capacity
Mercedes,E Class,2008,Sedan,230000,1800,Metan/Propan,Automatic,7800,14,16428,medium,Mid-capacity
Rare,9-3,2007,Sedan,194777,2000,Petrol,Automatic,5000,15,12985,medium,Mid-capacity
Hyundai,Tucson,2017,SUV,130212,2000,Diesel,Automatic,17499,5,26042,high,Mid-capacity
Dacia,Duster,2014,Crossover,148000,1500,Diesel,Manual,7900,8,18500,medium,Low-capacity
Dacia,Dokker VAN,2013,Minivan,180000,1500,Diesel,Manual,3000,9,20000,high,Low-capacity
BMW,X5,2014,Crossover,107000,2998,Diesel,Automatic,37900,8,13375,medium,Mid-capacity
Suzuki,S-Cross,2017,Crossover,30100,1400,Petrol,Automatic,15500,5,6020,low,Low-capacity
Lexus,CT Series,2012,Hatchback,230000,1800,Petrol,Automatic,10299,10,23000,high,Mid-capacity
Ford,Galaxy,2001,Minivan,280000,1900,Diesel,Manual,1900,21,13333,medium,Mid-capacity
Mitsubishi,Grandis,2007,Universal,229000,2400,Metan/Propan,Manual,5600,15,15266,medium,Mid-capacity
Volkswagen,Polo,2010,Hatchback,74000,1400,Petrol,Automatic,6500,12,6166,low,Low-capacity
Skoda,Fabia,2007,Universal,170000,1200,Petrol,Manual,3450,15,11333,medium,Low-capacity
Volvo,Altele,1995,Hatchback,5000,2400,Diesel,Manual,1700,27,185,low,Mid-capacity
Audi,80,1994,Sedan,266000,2000,Petrol,Manual,1700,28,9500,low,Mid-capacity
Volkswagen,Passat,2016,Sedan,1360,1800,Petrol,Automatic,11000,6,226,low,Mid-capacity
Opel,Astra,2006,Hatchback,250000,1300,Diesel,Manual,4500,16,15625,medium,Low-capacity
Volkswagen,Golf,2019,Hatchback,4000,1399,Petrol,Automatic,15000,3,1333,low,Low-capacity
Volkswagen,Touran,2005,Microvan,400000,1900,Diesel,Manual,4500,17,23529,high,Mid-capacity
Skoda,Octavia,2008,Universal,200000,1900,Diesel,Manual,5000,14,14285,medium,Mid-capacity
Toyota,Prius v,2016,Hatchback,144000,1800,Hybrid,Automatic,12300,6,24000,high,Mid-capacity
Mercedes,E Class,2002,Sedan,256000,2700,Diesel,Automatic,5500,20,12800,medium,Mid-capacity
BMW,X5,2005,SUV,193000,3000,Diesel,Automatic,11850,17,11352,medium,Mid-capacity
BMW,5 Series,2018,Sedan,28942,2000,Petrol,Automatic,27999,4,7235,low,Mid-capacity
BMW,X5,2016,Crossover,162000,2000,Plug-in Hybrid,Automatic,29999,6,27000,high,Mid-capacity
Ford,F-150,2015,Pickup,112000,4950,Petrol,Automatic,24500,7,16000,medium,Large-capacity
Mercedes,GLC,2016,SUV,95000,1991,Petrol,Automatic,37000,6,15833,medium,Mid-capacity
Volkswagen,Golf,2005,Universal,278000,1400,Petrol,Manual,2850,17,16352,medium,Low-capacity
BMW,3 Series,1994,Sedan,550000,1800,Petrol,Manual,3000,28,19642,high,Mid-capacity
Dacia,Sandero,2010,Universal,173000,1200,Petrol,Manual,3200,12,14416,medium,Low-capacity
Volkswagen,Transporter,2002,Minivan,270000,2500,Diesel,Manual,3990,20,13500,medium,Mid-capacity
Toyota,Auris,2010,Hatchback,190000,1800,Hybrid,Automatic,8500,12,15833,medium,Mid-capacity
Volkswagen,Tiguan,2019,Sedan,33000,2000,Petrol,Automatic,18900,3,11000,medium,Mid-capacity
Expensive_rare,CTS,2015,Sedan,88000,2000,Petrol,Automatic,16950,7,12571,medium,Mid-capacity
Peugeot,207,2013,Minivan,174600,1400,Petrol,Manual,5650,9,19400,high,Low-capacity
KIA,Picanto,2008,Hatchback,130000,1200,Petrol,Automatic,4700,14,9285,low,Low-capacity
Volkswagen,Polo,1996,Sedan,250000,1400,Petrol,Manual,1299,26,9615,low,Low-capacity
Renault,Laguna,2008,Hatchback,180000,1500,Diesel,Manual,4900,14,12857,medium,Low-capacity
Dacia,Logan Mcv,2009,Microvan,264714,1400,Metan/Propan,Manual,3700,13,20362,high,Low-capacity
Ford,Fusion,2015,Sedan,125000,2000,Petrol,Automatic,12499,7,17857,medium,Mid-capacity
Skoda,Rapid,2015,Sedan,196231,1400,Diesel,Manual,7650,7,28033,high,Low-capacity
Volkswagen,Golf,1995,Hatchback,11111,1600,Petrol,Manual,800,27,411,low,Low-capacity
Dacia,Logan,2005,Sedan,125488,1400,Metan/Propan,Manual,2200,17,7381,low,Low-capacity
Skoda,Superb,2018,Sedan,72000,2000,Petrol,Automatic,26500,4,18000,medium,Mid-capacity
Renault,Megane,2011,Universal,242337,1500,Diesel,Manual,5650,11,22030,high,Low-capacity
Rover,45,2002,Sedan,296852,1600,Metan/Propan,Manual,2500,20,14842,medium,Low-capacity
Opel,Insignia,2015,Sedan,76500,1600,Petrol,Automatic,12999,7,10928,medium,Low-capacity
Toyota,Corolla Verso,2007,Minivan,169000,2200,Diesel,Manual,4300,15,11266,medium,Mid-capacity
Mitsubishi,Outlander,2018,Crossover,111500,2000,Plug-in Hybrid,Automatic,19900,4,27875,high,Mid-capacity
Skoda,Octavia,2005,Universal,180000,2000,Petrol,Manual,5300,17,10588,medium,Mid-capacity
Mercedes,M Class,2013,SUV,77000,2500,Diesel,Automatic,27900,9,8555,low,Mid-capacity
Toyota,Corolla Verso,2007,Minivan,169000,2200,Diesel,Manual,4300,15,11266,medium,Mid-capacity
Volvo,S60,2010,Sedan,178000,1999,Petrol,Automatic,9490,12,14833,medium,Mid-capacity
Rover,45,2002,Sedan,296852,1600,Metan/Propan,Manual,2500,20,14842,medium,Low-capacity
Opel,Insignia,2015,Sedan,76500,1600,Petrol,Automatic,12999,7,10928,medium,Low-capacity
